name,description,video
STAIN,,stain.mp4
STAIR,(as in "a single step in a staircase"),stair.mp4
STAIRCASE,,staircase.mp4
STAIRS,,stairs.mp4
STAIRWAY,,stairway.mp4
STALE,(as in "boring"),stale.mp4
STALE,(as in "old"),stale2.mp4
STALK,(as in "a plant stalk"),stalk.mp4
STALL,(as in "to suspend"),stall.mp4
STALL,(as in "compartment for an animal"),stall2.mp4
STALLION,(as in "male horse"),stallion.mp4
STAMP,(as in "a postage stamp"),stamp.mp4
STAMP,(as in "a postage stamp on an envelope"),stamp2.mp4
STAMP OF APPROVAL,,stamp_of_approval.mp4
STAND,,stand.mp4
STAND FOR,,stand_for.mp4
STAND UP,(as in "to stand up"),stand_up.mp4
STAND UP,(as in "to have an audience stand up"),stand_up2.mp4
STANDARD,,standard.mp4
STANDARDIZED,,standardized.mp4
STAPLE,|(as in "the object,_a_stapl.mp4,STAPLE.mp4
STAPLE,|(as in "the action,_to_stapl.mp4,STAPLE2.mp4
STAPLER,,stapler.mp4
STAR,(as in "a famous person"),star.mp4
STAR,(as in "a star in the sky"),star2.mp4
STAR WARS,,star_wars.mp4
STARBUCKS,(as in "the coffee retailer"),starbucks.mp4
STARE,,stare.mp4
STARE AT ME,,stare_at_me.mp4
STARFISH,,starfish.mp4
STARRED,(as in "place star stickers on something"),starred.mp4
STARS,(as in "stars in the sky"),stars.mp4
START,,start.mp4
START AGAIN,(as in "to resume"),start_again.mp4
STARTING,,starting.mp4
STARTLE,,startle.mp4
STARTS,,starts.mp4
STARVE,,starve.mp4
STATE,(as in "geographic location"),state.mp4
STATE,(as in "statement"),state2.mp4
STATEMENT,(as in "a sentence"),statement.mp4
STATEMENT,(as in "to speak"),statement2.mp4
STATION,(as in "train or bus station"),station.mp4
STATION WAGON,(as in "the type of vehicle"),station_wagon.mp4
STATIONS OF THE CROSS,,stations_of_the_cross.mp4
STATISTICS,,statistics.mp4
STATUE,,statue.mp4
STATUTE,,statute.mp4
STAY,,stay.mp4
STAY AWAKE,,stay_awake.mp4
STEADFAST,,steadfast.mp4
STEADY,,steady.mp4
STEAK,,steak.mp4
STEAL,,steal.mp4
STEAL MONEY,,steal_money.mp4
STEEL,(as in "a type of metal"),steel.mp4
STEER,,steer.mp4
STEERING WHEEL,,steering_wheel.mp4
STEM,(as in "the part of a plant"),stem.mp4
STEP,(as in "step-family member"),step.mp4
STEP,(as in "take a step"),step2.mp4
STEPBROTHER,,stepbrother.mp4
STEPDAUGHTER,,stepdaughter.mp4
STEPFATHER,,stepfather.mp4
STEPMOTHER,,stepmother.mp4
STEPPED,,stepped.mp4
STEPS,,steps.mp4
STEPSISTER,,stepsister.mp4
STEPSON,,stepson.mp4
STERILIZATION,,sterilization.mp4
STERLING,(as in "excellent"),sterling.mp4
STERLING REPUTATION,,sterling_reputation.mp4
STERN,,stern.mp4
STETHOSCOPE,,stethoscope.mp4
STEWARD,,steward.mp4
STICK,(as in "a piece of wood from a tree"),stick.mp4
STICK AROUND,,stick_around.mp4
STICK SHIFT,,stick_shift.mp4
STICK UP,(as in "an armed robbery with a gun"),stick_up.mp4
STICKER,,sticker.mp4
STICKERS,,stickers.mp4
STICKY,,sticky.mp4
STIFF,,stiff.mp4
STILL,(as in "currently or even now"),still.mp4
STILL,|(as in "calm,_tran.mp4, or silent")|,STILL2.mp4
STIMULANT,(as in "substance that stimulates"),stimulant.mp4
STIMULATE,,stimulate.mp4
STIMULATE,(as in "to raise levels or excite"),stimulate2.mp4
STING,,sting.mp4
STINGY,,stingy.mp4
STINK,,stink.mp4
STIR,,stir.mp4
STITCH,(as in "sewing"),stitch.mp4
STITCH,(as in "a running stitch"),stitch2.mp4
STOCK,(as in "a type of investment"),stock.mp4
STOCK MARKET,,stock_market.mp4
STOCKING HAT,,stocking_hat.mp4
STOCKINGS,(as in "pantyhose or tights"),stockings.mp4
STOCKS,,stocks.mp4
STOLE,(as in "a long scarf or shawl"),stole.mp4
STOLE,(as in "to steal"),stole2.mp4
STOLEN,,stolen.mp4
STOMACH,,stomach.mp4
STOMACH ACHE,,stomach_ache.mp4
STOMACH CHURNING,,stomach_churning.mp4
STOMACH HURTS,,stomach_hurts.mp4
STONE,(as in "rock"),stone.mp4
STONED,(as in "rocks thrown at someone as primitive form of punishment"),stoned.mp4
STONED,(as in "rocks thrown at me as primitive form of punishment"),stoned2.mp4
STOOL,(as in "the type of chair"),stool.mp4
STOOL,(as in "feces"),stool2.mp4
STOP,(as in "to stop"),stop.mp4
STOP,(as in "to halt"),stop2.mp4
STOP DRINKING,,stop_drinking.mp4
STOP IT,,stop_it.mp4
STOP SIGN,,stop_sign.mp4
STOPLIGHT,,stoplight.mp4
STOPWATCH,,stopwatch.mp4
STORE,(as in "a place to buy things"),store.mp4
STORE,(as in "save or economize"),store2.mp4
STORE AWAY,(as in "in your mind"),store_away.mp4
STORM,,storm.mp4
STORY,,story.mp4
STORY TIME,,story_time.mp4
STORYTELLING,,storytelling.mp4
STOUT,,stout.mp4
STOVE,,stove.mp4
STRAIGHT,(as in "heterosexual or straight and narrow"),straight.mp4
STRAIGHT,(as in "straight hair"),straight2.mp4
STRAIGHT,(as in "straight line"),straight3.mp4
STRAIN,,strain.mp4
STRAINER,,strainer.mp4
STRAND,,strand.mp4
STRANGE,,strange.mp4
STRANGER,(as in "a person unknown to you"),stranger.mp4
STRANGER,(as in "more strange"),stranger2.mp4
STRANGLE,,strangle.mp4
STRAP,(as in "overall strap"),strap.mp4
STRAP,|(as in "a thin strap,_like_a_spaghetti_strap_or_bra_stra.mp4,STRAP2.mp4
STRAP,(as in "a bag strap"),strap3.mp4
STRAP,(as in "seatbelt strap"),strap4.mp4
STRATEGY,,strategy.mp4
STRAW,(as in "a drink straw"),straw.mp4
STRAW,(as in "hay"),straw2.mp4
STRAW HAT,,straw_hat.mp4
STRAWBERRY,(as in "the fruit"),strawberry.mp4
STRAY,,stray.mp4
STREAM,,stream.mp4
STREAMING,(as in "transfer computer data"),streaming.mp4
STREAMING,(as in "water flowing down stream"),streaming2.mp4
STREET,,street.mp4
STRENGTH,,strength.mp4
STRESS,(as in "emotional pressure"),stress.mp4
STRETCH,,stretch.mp4
STRICT,,strict.mp4
STRIKE,,strike.mp4
STRING,,string.mp4
STRIP,(as in "a photo or film strip"),strip.mp4
STRIPE,,stripe.mp4
STRIPED SHIRT,,striped_shirt.mp4
STRIPES,,stripes.mp4
STRIVE,,strive.mp4
STROKE,,stroke.mp4
STROLL,,stroll.mp4
STROLLER,,stroller.mp4
STRONG,,strong.mp4
STRONGHOLD,,stronghold.mp4
STRUCTURE,,structure.mp4
STRUGGLE,,struggle.mp4
STUBBORN,,stubborn.mp4
STUCK,,stuck.mp4
STUCK UP,,stuck_up.mp4
STUDENT,,student.mp4
STUDY,(as in "devote time and attention on something"),study.mp4
STUDY,(as in "study hard"),study2.mp4
STUFF,,stuff.mp4
STUMBLE,,stumble.mp4
STUN,,stun.mp4
STUNNED,,stunned.mp4
STUPENDOUS,(as in "great or very large"),stupendous.mp4
STUPENDOUS,(as in "amazing or impressive"),stupendous2.mp4
STUPID,,stupid.mp4
STYLE,,style.mp4
SUBDUE,(as in "to overcome or defeat"),subdue.mp4
SUBJECT,(as in "a topic"),subject.mp4
SUBJECT,(as in "lesson"),subject2.mp4
SUBMARINE,,submarine.mp4
SUBMISSION,(as in "presenting an appeal"),submission.mp4
SUBMISSION,(as in "give up"),submission2.mp4
SUBMIT,(as in "to offer"),submit.mp4
SUBMIT,(as in "give up"),submit2.mp4
SUBSCRIBE,,subscribe.mp4
SUBSCRIBER,,subscriber.mp4
SUBSCRIPTION,,subscription.mp4
SUBSEQUENTLY,(as in "next or later "),subsequently.mp4
SUBSTANCE,,substance.mp4
SUBSTANTIAL,,substantial.mp4
SUBSTITUTE,(as in "to trade or exchange"),substitute.mp4
SUBSTITUTE TEACHER,(as in "temporary teacher"),substitute_teacher.mp4
SUBSTITUTION,(as in "to use in place of"),substitution.mp4
SUBTRACT,(as in "deduct an amount"),subtract.mp4
SUBTRACT,|(as in "the math symbol for subtract,_.mp4,SUBTRACT2.mp4
SUBWAY,,subway.mp4
SUCCEED,,succeed.mp4
SUCCESS,,success.mp4
SUCCESSFUL,,successful.mp4
SUCCESSION,,succession.mp4
SUCH,,such.mp4
SUCH AS,,such_as.mp4
SUCK,(as in "to sip"),suck.mp4
SUCK,(as in "to eat a lollipop or popsicle"),suck2.mp4
SUCK,(as in "not that great"),suck3.mp4
SUCK UP,,suck_up.mp4
SUCKER,(as in "a lollipop"),sucker.mp4
SUCKER,(as in "a gullible person"),sucker2.mp4
SUCROSE,,sucrose.mp4
SUDDEN,,sudden.mp4
SUDDENLY,,suddenly.mp4
SUE,(as in "start legal proceedings"),sue.mp4
SUEDE,,suede.mp4
SUFFER,,suffer.mp4
SUFFICIENT,,sufficient.mp4
SUGAR,,sugar.mp4
SUGGEST,,suggest.mp4
SUICIDE,,suicide.mp4
SUIT,(as in "formal or semi-format clothing"),suit.mp4
SUITABLE,,suitable.mp4
SUITCASE,,suitcase.mp4
SUKKOTH,,sukkoth.mp4
SUM,,sum.mp4
SUM OF MONEY,,sum_of_money.mp4
SUMMARIZE,,summarize.mp4
SUMMARY,,summary.mp4
SUMMER,,summer.mp4
SUMMON,(as in "to summon someone else"),summon.mp4
SUMMON,(as in "summon me"),summon2.mp4
SUN,,sun.mp4
SUN HAT,,sun_hat.mp4
SUNBEAM,,sunbeam.mp4
SUNBLOCK,,sunblock.mp4
SUNDAY,,sunday.mp4
SUNDAY SCHOOL,,sunday_school.mp4
SUNDAYS,,sundays.mp4
SUNDOWN,,sundown.mp4
SUNGLASSES,,sunglasses.mp4
SUNLIGHT,,sunlight.mp4
SUNNY,,sunny.mp4
SUNRAY,,sunray.mp4
SUNRISE,,sunrise.mp4
SUNSCREEN,,sunscreen.mp4
SUNSET,,sunset.mp4
SUNSHINE,,sunshine.mp4
SUPER,,super1.mp4
SUPERB,,superb.mp4
SUPERFICIAL,,superficial.mp4
SUPERINTENDENT,,superintendent.mp4
SUPERIOR,,superior.mp4
SUPERMAN,,superman.mp4
SUPERSTITION,,superstition.mp4
SUPERSTITIOUS,,superstitious.mp4
SUPERVISE,,supervise.mp4
SUPERVISOR,,supervisor.mp4
SUPPER,,supper.mp4
SUPPER TIME,,supper_time.mp4
SUPPLICATION,(as in "ask or beg"),supplication.mp4
SUPPLICATION,(as in "to ask or pray "),supplication2.mp4
SUPPLY,(as in "to give"),supply.mp4
SUPPLY,(as in "a large amount"),supply2.mp4
SUPPLY,(as in "things or items"),supply3.mp4
SUPPORT,,support.mp4
SUPPORTIVE,,supportive.mp4
SUPPOSE,,suppose.mp4
SUPPRESS,(as in "to push back"),suppress.mp4
SUPPRESS,(as in "to hold in"),suppress2.mp4
SUPREME,,supreme.mp4
SURE,,sure.mp4
SURELY,,surely.mp4
SURELY,,surely2.mp4
SURF,,surf.mp4
SURFACE,,surface.mp4
SURFER,,surfer.mp4
SURGEON,,surgeon.mp4
SURGERY,,surgery.mp4
SURINAME,(as in "the country"),suriname.mp4
SURLY,(as in "bad tempered"),surly.mp4
SURPRISE,,surprise.mp4
SURRENDER,,surrender.mp4
SURROUND,,surround.mp4
SURVEY,,survey.mp4
SURVEYOR,,surveyor.mp4
SURVIVAL,,survival.mp4
SURVIVE,,survive.mp4
SUSPECT,,suspect.mp4
SUSPEND,(as in "stall or delay"),suspend.mp4
SUSPENDERS,,suspenders.mp4
SUSPICIOUS,,suspicious.mp4
SUSTAIN,,sustain.mp4
SWALLOW,(as in "pass down throat"),swallow.mp4
SWALLOW,(as in "the type of bird"),swallow2.mp4
SWAP,,swap.mp4
SWEAR,(as in "to curse"),swear.mp4
SWEAR,(as in "make a promise"),swear2.mp4
SWEAR,(as in "in a court of law"),swear3.mp4
SWEAR IN,(as in "in a court of law"),swear_in.mp4
SWEARING AT GOD,,swearing_at_god.mp4
SWEAT,,sweat.mp4
SWEATER,,sweater.mp4
SWEATPANTS,,sweatpants.mp4
SWEATSHIRT,,sweatshirt.mp4
SWEATY,,sweaty.mp4
SWEDEN,(as in "the country"),sweden.mp4
SWEEP,,sweep.mp4
SWEET,(as in "tasting"),sweet.mp4
SWEET,(as in "a person"),sweet2.mp4
SWEET,(as in "very sweet"),sweet3.mp4
SWEET POTATO,,sweet_potato.mp4
SWEETEST DAY,,sweetest_day.mp4
SWEETHEART,,sweetheart.mp4
SWEETIE,,sweetie.mp4
SWELL,,swell.mp4
SWIFT,,swift.mp4
SWIFTLY,,swiftly.mp4
SWIM,,swim.mp4
SWIM SHORTS,,swim_shorts.mp4
SWIM TRUNKS,,swim_trunks.mp4
SWIMMER,,swimmer.mp4
SWIMMING,,swimming.mp4
SWIMSUIT,'(as in "women''s one piece swimsuit")',swimsuit.mp4
SWIMSUIT,'(as in "women''s two piece swimsuit")',swimsuit2.mp4
SWIMSUIT,'(as in "men''s swimsuit")',swimsuit3.mp4
SWINDLE,(as in "to swindle someone"),swindle.mp4
SWINDLE,(as in "swindle me"),swindle2.mp4
SWINDLER,,swindler.mp4
SWING,'(as in "a playground swing and the verb ''to swing''")',swing.mp4
SWISS,,swiss.mp4
SWITCH,(as in "to trade or replace"),switch1.mp4
SWITCH,(as in "change"),switch2.mp4
SWITZERLAND,(as in "the country"),switzerland.mp4
SWOLLEN,,swollen.mp4
SWORD,,sword.mp4
SYLLABLE,,syllable.mp4
SYMBOL,,symbol.mp4
SYMPATHY,,sympathy.mp4
SYMPHONY,,symphony.mp4
SYMPTOM,,symptom.mp4
SYNAGOGUE,,synagogue.mp4
SYNOD,(as in "an assembly of the clergy "),synod.mp4
SYNTHETIC,,synthetic.mp4
SYRIA,(as in "the country"),syria.mp4
SYRINGE,,syringe.mp4
SYRUP,,syrup.mp4
SYSTEM,(as in "a set of connected things working together as a whole"),system.mp4
SYSTEM,(as in "a plan"),system2.mp4
T,(as in "the letter T"),t.mp4
T-SHIRT,,t2shirt.mp4
TABERNACLE,,tabernacle.mp4
TABLE,(as in "furniture"),table.mp4
TABLE,(as in "to suspend"),table2.mp4
TABLE LAMP,,table_lamp.mp4
TABLE TENNIS,,table_tennis.mp4
TABLESPOON,(as in "a unit of measure"),tablespoon.mp4
TACK,,tack.mp4
TACKLE,(as in "to tackle someone"),tackle.mp4
TACKLE,(as in "equipment for fishing"),tackle2.mp4
TACKLE BOX,,tackle_box.mp4
TACO,,taco.mp4
TACO BELL,,taco_bell.mp4
TAG,(as in "a clothing tag"),tag.mp4
TAIL,,tail.mp4
TAIWAN,,taiwan.mp4
TAJIKISTAN,(as in "the country"),tajikistan.mp4
TAKE,(as in "take a class"),take.mp4
TAKE,(as in "to take an object"),take2.mp4
TAKE,(as in "to accept or take responsibility for something"),take3.mp4
TAKE,(as in "to take someone"),take4.mp4
TAKE A BATH,,take_a_bath.mp4
TAKE A CHANCE,,take_a_chance.mp4
TAKE A PICTURE,,take_a_picture.mp4
TAKE A SHOT,(as in "shot of alcohol"),take_a_shot.mp4
TAKE ADVANTAGE OF,,take_advantage_of.mp4
TAKE AWAY,(as in "to subtract"),take_away.mp4
TAKE CARE,,take_care.mp4
TAKE CARE OF,,take_care_of.mp4
TAKE GOOD CARE,,take_good_care.mp4
TAKE LOTS OF PILLS,,take_lots_of_pills.mp4
TAKE ME,,take_me.mp4
TAKE OFF,(as in "to leave"),take_off.mp4
TAKE OFF,(as in "remove something"),take_off2.mp4
TAKE OFF,(as in "to become successful"),take_off3.mp4
TAKE OFF A HEARING AID,,take_off_a_hearing_aid.mp4
TAKE OUT OF THE OVEN,,take_out_of_the_oven.mp4
TAKE SOMEONE,,take_someone.mp4
TAKE STEPS,,take_steps.mp4
TAKE TURNS,(as in "someone takes a turn"),take_turns.mp4
TAKE TURNS,(as in "they take turns"),take_turns2.mp4
TAKE TURNS,(as in "we take turns"),take_turns3.mp4
TAKE UP,,take_up.mp4
TAKEOVER,,takeover.mp4
TALE,(as in "a story"),tale.mp4
TALENT,,talent.mp4
TALIS,,talis.mp4
TALK,(as in "conversation or to speak"),talk.mp4
TALK,(as in "speech or lecture"),talk2.mp4
TALK,(as in "talk to someone in sign language"),talk3.mp4
TALK CONTINUOUSLY,,talk_continuously.mp4
TALKATIVE,,talkative.mp4
TALKING BACK AND FORTH,,talking_back_and_forth.mp4
TALL,(as in "the height of a person"),tall.mp4
TALL,(as in "the size of a drink or item"),tall2.mp4
TALLITH,,tallith.mp4
TAME,,tame.mp4
TAN,(as in "the color"),tan.mp4
TANACH,,tanach.mp4
TANGENT,,tangent.mp4
TANGLE,(as in "something is tangled"),tangle.mp4
TANK TOP,,tank_top.mp4
TANNING BED,,tanning_bed.mp4
TANTRUM,,tantrum.mp4
TAPE,(as in "adhesive"),tape.mp4
TAPE,(as in "a cassette tape"),tape2.mp4
TARDY,,tardy.mp4
TARGET,(as in "a goal in basketball"),target.mp4
TARGET,(as in "a goal in American football"),target2.mp4
TARGET,(as in "a personal goal"),target3.mp4
TART,(as in "sour or acid tasting"),tart.mp4
TASK,,task.mp4
TASSEL,,tassel.mp4
TASTE,,taste.mp4
TASTY,,tasty.mp4
TATTLE,,tattle.mp4
TATTLETALE,,tattletale.mp4
TATTOO,(as in "body art"),tattoo.mp4
TAUGHT,,taught.mp4
TAX,,tax.mp4
TAX DAY,,tax_day.mp4
TAXI,,taxi.mp4
TAXICAB,,taxicab.mp4
TDD,(as in "Telecommunication Device for the Deaf"),tdd.mp4
TEA,,tea.mp4
TEACH,,teach.mp4
TEACHER,,teacher.mp4
TEACHER AIDE,,teacher_aide.mp4
'TEACHER''S PET',,teacher1s_pet.mp4
TEACHING,,teaching.mp4
TEAM,,team.mp4
TEAMMATE,,teammate.mp4
TEAPOT,,teapot.mp4
TEAR,(as in "to rip"),tear.mp4
TEAR,(as in "a teardrop"),tear2.mp4
TEAR APART,,tear_apart.mp4
TEAR DOWN,,tear_down.mp4
TEARDROP,,teardrop.mp4
TEARS,(as in "multiple teardrops"),tears.mp4
TEASE,(as in "to tease someone"),tease.mp4
TEASE,(as in "to tease me"),tease2.mp4
TEASPOON,(as in "a unit of measure"),teaspoon.mp4
TECHIE,,techie.mp4
TECHNICAL,,technical.mp4
TECHNICIAN,,technician.mp4
TECHNIQUE,,technique.mp4
TECHNOLOGY,,technology.mp4
TEDDY BEAR,,teddy_bear.mp4
TEDIOUS,,tedious.mp4
TEDIOUS,(as in "very tedious"),tedious2.mp4
TEEN,,teen.mp4
TEENAGER,,teenager.mp4
TEETH,,teeth.mp4
TEETH CHATTERING,,teeth_chattering.mp4
TEETHING RING,,teething_ring.mp4
TEETOTALER,,teetotaler.mp4
TEFIFFIN,,tefiffin.mp4
TELECOMMUNICATIONS DEVICE FOR THE DEAF,,telecommunications_device_for_the_deaf.mp4
TELEGRAM,,telegram.mp4
TELEGRAPH,,telegraph.mp4
TELEPHONE,,telephone.mp4
TELESCOPE,,telescope.mp4
TELETYPEWRITER,,teletypewriter.mp4
TELETYPEWRITER CALL,,teletypewriter_call.mp4
TELEVISION,,television.mp4
TELL,(as in "tell me"),tell.mp4
TELL,(as in "to tell someone"),tell2.mp4
TELL,|(as in "tell off,_repri.mp4, or scold")|,TELL3.mp4
TELL AGAIN,,tell_again.mp4
TEMPER,,temper.mp4
TEMPERAMENTAL,,temperamental.mp4
TEMPERATURE,,temperature.mp4
TEMPLE,,temple.mp4
TEMPO,,tempo.mp4
TEMPT,,tempt.mp4
TEMPTATION,,temptation.mp4
TEN,,ten.mp4
TEN CENTS,,ten_cents.mp4
TEN COMMANDMENTS,,ten_commandments.mp4
TEN DOLLARS,,ten_dollars.mp4
TEN HOURS,,ten_hours.mp4
TEN MILLION,,ten_million.mp4
TEN MINUTES,,ten_minutes.mp4
TEN THOUSAND,,ten_thousand.mp4
TEN YEARS,,ten_years.mp4
TEND,,tend.mp4
TENDENCY,,tendency.mp4
TENDER,(as in "tender hearted"),tender.mp4
TENDER,(as in "the texture- soft"),tender2.mp4
TENDER,(as in "sore"),tender3.mp4
TENNESSEE,(as in "the state"),tennessee.mp4
TENNIS,,tennis.mp4
TENT,,tent.mp4
TENTH,(as in "in a sequence"),tenth.mp4
TENTH GRADE,,tenth_grade.mp4
TERENCE,(as in "the name"),terence.mp4
TERMINAL,(as in "departure and arrival building"),terminal.mp4
TERMINATE,,terminate.mp4
TERRACE,(as in "a balcony"),terrace.mp4
TERRESTRIAL,(as in "of earth"),terrestrial.mp4
TERRIBLE,,terrible.mp4
TERRIBLE SUFFERING,,terrible_suffering.mp4
TERRIBLE THINGS HAPPENING,,terrible_things_happening.mp4
TERRIFIC,,terrific.mp4
TERRIFIED,,terrified.mp4
TERRIFY,,terrify.mp4
TERRITORY,(as in "an area of land"),territory.mp4
TERROR,,terror.mp4
TEST,,test.mp4
TESTAMENT,,testament.mp4
TESTIFY,(as in "witness at a trial"),testify.mp4
TESTIFY,(as in "public affirmation of faith"),testify2.mp4
TESTIMONY,(as in "public affirmation of faith"),testimony.mp4
TESTING,,testing.mp4
TEXAS,(as in "the state"),texas.mp4
TEXT,(as in "words on a page"),text.mp4
TEXT,(as in "the act of sending a text message"),text2.mp4
TEXT MESSAGE,,text_message.mp4
TEXTBOOK,(as in "a single textbook"),textbook.mp4
TEXTBOOKS,(as in "multiple textbooks"),textbooks.mp4
TEXTING,(as in "typing a text message"),texting.mp4
TEXTURE,,texture.mp4
THAILAND,,thailand.mp4
THAN,,than.mp4
THANK,,thank.mp4
THANK YOU,,thank_you.mp4
THANK YOU,(as in "very thankful"),thank_you2.mp4
THANK YOU,(as in "give thanks to God"),thank_you3.mp4
THANKFUL,(as in "very thankful to someone"),thankful.mp4
THANKFUL,(as in "give thanks to God"),thankful2.mp4
THANKS,(as in "give thanks to someone"),thanks.mp4
THANKS,(as in "give thanks to God"),thanks2.mp4
THANKS,(as in "very thankful"),thanks3.mp4
THANKS A LOT,,thanks_a_lot.mp4
THANKSGIVING,,thanksgiving.mp4
THAT,,that.mp4
THAT SUCKS,(as in "not that great"),that_sucks.mp4
'THAT''S ALL',,that1s_all.mp4
'THAT''S COOL',,that1s_cool.mp4
'THAT''S NEAT',,that1s_neat.mp4
THE,,the.mp4
THE FLASH,(as in "the super hero"),the_flash.mp4
THE PENTAGON,,the_pentagon.mp4
THEATER,(as in "a place where performances happen"),theater.mp4
THEATER,|(as in "a play/show,_the_acti.mp4, subject, or profession")|,THEATER2.mp4
THEATER,|(as in "a place for lectures,_etc.mp4,THEATER3.mp4
THEE,(as in "a reference to God"),thee.mp4
THEFT,,theft.mp4
THEIR,,their.mp4
THEIRSELVES,,theirselves.mp4
THEM,,them.mp4
THEME,,theme.mp4
THEMSELVES,,themselves.mp4
THEN,,then.mp4
THEOLOGY,,theology.mp4
THEORY,,theory.mp4
THERAPIST,,therapist.mp4
THERAPY,,therapy.mp4
THERE,,there.mp4
THEREFORE,,therefore.mp4
THERMOMETER,,thermometer.mp4
THESE,,these.mp4
THEY,,they.mp4
THEY LOOK AT ME,,they_look_at_me.mp4
THICK,,thick.mp4
THIEF,,thief.mp4
THIGH,(as in "the body part"),thigh.mp4
THIN,(as in "of little thickness"),thin.mp4
THIN,(as in "thin person"),thin2.mp4
THINE,(as in "a reference to God"),thine.mp4
THING,,thing.mp4
THINGS,,things.mp4
THINK,,think.mp4
THINK ABOUT,,think_about.mp4
THINK DIRTY THOUGHTS,,think_dirty_thoughts.mp4
THINK FOR YOURSELF,,think_for_yourself.mp4
THINK POSITIVE,,think_positive.mp4
THINK STRONGLY,,think_strongly.mp4
THINK THE SAME,,think_the_same.mp4
THINKING,,thinking.mp4
THIRD,|(as in "the amount,_1/.mp4,THIRD.mp4
THIRD,(as in "third place"),third2.mp4
THIRD,(as in "in a sequence"),third3.mp4
THIRD,(as in "third of three"),third4.mp4
THIRD,(as in "a thing in a list"),third5.mp4
THIRSTY,,thirsty.mp4
THIRTEEN,,thirteen.mp4
THIRTY,,thirty.mp4
THIRTY-EIGHT,,thirty2eight.mp4
THIRTY-FIVE,,thirty2five.mp4
THIRTY-FOUR,,thirty2four.mp4
THIRTY-NINE,,thirty2nine.mp4
THIRTY-ONE,,thirty2one.mp4
THIRTY-SEVEN,,thirty2seven.mp4
THIRTY-SIX,,thirty2six.mp4
THIRTY-THREE,,thirty2three.mp4
THIRTY-TWO,,thirty2two.mp4
THIS,,this1.mp4
THIS,(as in "in the near future"),this2.mp4
THIS,(as in "now"),this3.mp4
THIS MONTH,,this_month.mp4
THIS WEEK,,this_week.mp4
THIS YEAR,,this_year.mp4
THOMAS,(as in "the name"),thomas.mp4
THORAX,,thorax.mp4
THOROUGH,,thorough.mp4
THOROUGHLY,,thoroughly.mp4
THOSE,,those.mp4
THOU,(as in "a reference to God"),thou.mp4
THOUGH,,though.mp4
THOUGHT,(as in "to ponder"),thought.mp4
THOUGHT,(as in "to have a thought"),thought2.mp4
THOUGHTLESS,,thoughtless.mp4
THOUGHTS,(as in "to have thoughts"),thoughts.mp4
THOUSAND,(as in "the sign thousand isolated"),thousand.mp4
THOUSAND,(as in "1000"),thousand2.mp4
THREAD,,thread.mp4
THREAT,,threat.mp4
THREE,,three.mp4
THREE,(as in "three of something"),three2.mp4
THREE CENTS,,three_cents.mp4
THREE DAYS,,three_days.mp4
THREE DAYS AGO,,three_days_ago.mp4
THREE DOLLARS,,three_dollars.mp4
THREE HOURS,,three_hours.mp4
THREE HUNDRED,,three_hundred.mp4
THREE MINUTES,,three_minutes.mp4
THREE MONTHS,,three_months.mp4
THREE MONTHS AGO,,three_months_ago.mp4
THREE OF US,,three_of_us.mp4
THREE QUARTER SLEEVE,(as in "a type of shirt"),three_quarter_sleeve.mp4
THREE THOUSAND,,three_thousand.mp4
THREE TIMES,,three_times.mp4
THREE WEEKS,,three_weeks.mp4
THREE WEEKS AGO,(as in "3 weeks in the past"),three_weeks_ago.mp4
THREE YEARS,,three_years.mp4
THREE YEARS AGO,,three_years_ago.mp4
THREE YEARS FROM NOW,,three_years_from_now.mp4
THREE YEARS OLD,,three_years_old.mp4
THRICE,,thrice.mp4
THRIFTY,,thrifty.mp4
THRILL,,thrill.mp4
THROAT,,throat.mp4
THRONE,,throne.mp4
THROUGH,,through.mp4
THROW,(as in "to toss"),throw1.mp4
THROW AWAY,,throw_away.mp4
THROW OUT,(as in "get rid of"),throw_out.mp4
THROW UP,(as in "to vomit"),throw_up.mp4
THUMB,,thumb.mp4
THUMBTACK,,thumbtack.mp4
THUNDER,,thunder.mp4
THUNDER AND LIGHTNING,,thunder_and_lightning.mp4
THUNDERBOLT,,thunderbolt.mp4
THUNDERSTORM,,thunderstorm.mp4
THURSDAY,,thursday.mp4
THURSDAYS,,thursdays.mp4
THY,(as in "a reference to God"),thy.mp4
TICKET,(as in "a ticket for admission or other entitlement"),ticket.mp4
TICKET,(as in "issuing or receiving a ticket"),ticket2.mp4
TICKLE,(as in "a light tough that causes laughter"),tickle.mp4
TICKLE,(as in "tickle feet"),tickle2.mp4
TICKLISH,,ticklish.mp4
TIDE,(as in "rise and fall of sea"),tide.mp4
TIDE COMING IN,,tide_coming_in.mp4
TIDE GOING OUT,,tide_going_out.mp4
TIE,(as in "tie a knot"),tie.mp4
TIE,(as in "necktie"),tie2.mp4
TIE,(as in "the same score at the end of a game"),tie3.mp4
TIGER,,tiger.mp4
TIGHT,(as in "tight clothes"),tight.mp4
TIGHTS,(as in "pantyhose or stockings"),tights.mp4
TILT,(as in "Tilting your head."),tilt.mp4
TIME,(as in "a point in time"),time.mp4
TIME,(as in "what time is it"),time2.mp4
TIME LIMIT,,time_limit.mp4
TIME SCHEDULE,,time_schedule.mp4
TIME TO MEET,,time_to_meet.mp4
TIMEFRAME,(as in "time limit"),timeframe.mp4
TIMELY,,timely.mp4
TIMES,(as in "multiply"),times.mp4
