name,description,video
ATTACH,,ATTACH.mp4
ATTACK,(as in "an offensive action"),ATTACK.mp4
ATTAIN,,ATTAIN.mp4
ATTEMPT,,ATTEMPT.mp4
ATTEND,(as in "to gather"),ATTEND.mp4
ATTEND,,ATTEND2.mp4
ATTEND,(as in "attend frequently"),ATTEND3.mp4
ATTENDANCE,,ATTENDANCE.mp4
ATTENTION,,ATTENTION.mp4
ATTENTION DEFICIT DISORDER,(as in "A.D.D."),ATTENTION DEFICIT DISORDER.mp4
ATTENTION DEFICIT HYPERACTIVITY DISORDER,(as in "ADHD"),ATTENTION DEFICIT HYPERACTIVITY DISORDER.mp4
ATTENTION SEEKING,,ATTENTION SEEKING.mp4
ATTIC,,ATTIC.mp4
ATTITUDE,,ATTITUDE.mp4
ATTORNEY,,ATTORNEY.mp4
ATTRACT,(as in "drawn to"),ATTRACT.mp4
ATTRACT,(as in "attracted to"),ATTRACT2.mp4
ATTRACTED,,ATTRACTED.mp4
ATTRACTION,,ATTRACTION.mp4
ATTRACTIVE,(as in "fascinating"),ATTRACTIVE.mp4
ATTRACTIVE,(as in "beautiful"),ATTRACTIVE2.mp4
AUCTION,,AUCTION.mp4
AUDIENCE,(as in "viewing audience"),AUDIENCE.mp4
AUDIENCE,(as in "part of the audience"),AUDIENCE2.mp4
AUDIOLOGIST,,AUDIOLOGIST.mp4
AUDIOLOGY,,AUDIOLOGY.mp4
AUGUST,(as in "the month"),AUGUST.mp4
AUNT,,AUNT.mp4
AUNT AND UNCLE,,AUNT AND UNCLE.mp4
AUNTIE,,AUNTIE.mp4
AUSTRALIA,,AUSTRALIA.mp4
AUSTRIA,,AUSTRIA.mp4
AUTHENTIC,,AUTHENTIC.mp4
AUTHOR,,AUTHOR.mp4
AUTHORITY,,AUTHORITY.mp4
AUTISM,,AUTISM.mp4
AUTO MECHANIC,,AUTO MECHANIC.mp4
AUTOMATIC,,AUTOMATIC.mp4
AUTOMOBILE,,AUTOMOBILE.mp4
AUTUMN,,AUTUMN.mp4
AUXILIARY,,AUXILIARY.mp4
AVA,(as in "the name"),AVA.mp4
AVAILABLE,,AVAILABLE.mp4
AVENUE,(as in "a road or address"),AVENUE.mp4
AVERAGE,,AVERAGE.mp4
AVOCADO,,AVOCADO.mp4
AVOID,(as in "to evade"),AVOID.mp4
AVOID,(as in "avoid a lot"),AVOID2.mp4
AWAKE,,AWAKE.mp4
AWARD,(as in "a prize or reward"),AWARD.mp4
AWARD,(as in "to give a prize or reward"),AWARD2.mp4
AWARE,,AWARE.mp4
AWARENESS,,AWARENESS.mp4
AWAY,,AWAY.mp4
AWE,,AWE.mp4
AWESOME,|(as in "fantastic, wonderful")|,AWESOME.mp4
AWESOME,|(as in "something is cool or neat, with awe or surprise")|,AWESOME2.mp4
AWFUL,,AWFUL.mp4
AWFUL DAY,,AWFUL DAY.mp4
AWKWARD,,AWKWARD.mp4
AWRY,,AWRY.mp4
AXE TO GRIND,,AXE TO GRIND.mp4
AZERBAIJAN,(as in "the country"),AZERBAIJAN.mp4
